order_id,line_no,customer_id,material_code,quantity,unit_price,order_date,ship_to_city
SO-100288,1,C1004,MAT-1006,1,128.90,2026-07-02,Çorum
SO-100289,1,C1004,MAT-1007,50,410.00,2026-07-09,Diyarbakýr
SO-100289,2,C1004,MAT-1002,8,89.75,2026-07-09,Diyarbakýr
SO-100290,1,C1004,MAT-1015,3,41.25,2026-07-20,Ýstanbul
SO-100291,1,C1017,MAT-1006,2,128.90,2026-07-04,Ýzmir
SO-100292,1,C1013,MAT-1008,10,76.40,19.07.2026,Kütahya
SO-100292,2,C1013,MAT-1002,100,89.75,19.07.2026,Kütahya
SO-100292,3,C1013,MAT-1009,50,22.50,19.07.2026,Kütahya
SO-100293,1,C1018,MAT-1015,12,41.25,06.07.2026,Gaziantep
SO-100293,2,C1018,MAT-1007,10,410.00,06.07.2026,Gaziantep
SO-100293,3,C1018,MAT-1011,200,1250.00,06.07.2026,Gaziantep
SO-100293,4,C1018,MAT-1010,150,4.60,06.07.2026,Gaziantep
SO-100294,1,C1016,MAT-1014,1,67.80,2026-07-08,Muðla
SO-100294,2,C1016,MAT-1001,100,145.50,2026-07-08,Muðla
SO-100294,3,C1016,MAT-1005,5,34.20,2026-07-08,Muðla
SO-100294,4,C1016,MAT-1016,10,185.00,2026-07-08,Muðla
SO-100295,1,C1020,MAT-1013,40,295.00,20.07.2026,Kütahya
SO-100295,2,C1020,MAT-1007,25,410.00,20.07.2026,Kütahya
SO-100296,1,C1003,MAT-1011,40,1250.00,2026-07-30,Þanlýurfa
SO-100297,1,C1007,MAT-1014,5,67.80,2026-07-13,Kütahya
SO-100297,2,C1007,MAT-1015,25,41.25,2026-07-13,Kütahya
SO-100297,2,C1007,MAT-1015,25,41.25,2026-07-13,Kütahya
SO-100298,1,C1001,MAT-1017,8,310.00,2026-07-29,Kýrþehir
SO-100299,1,C1007,MAT-1007,2,410.00,2026-07-17,Muðla
SO-100299,2,C1007,MAT-1015,25,41.25,2026-07-17,Muðla
SO-100299,3,C1007,MAT-1009,20,22.50,2026-07-17,Muðla
SO-100300,1,C1015,MAT-1012,2,58.30,07/30/2026,Çorum
SO-100300,2,C1015,MAT-1002,2,89.75,07/30/2026,Çorum
SO-100300,3,C1015,MAT-1018,100,94.60,07/30/2026,Çorum
SO-100302,1,C1013,MAT-1010,-5,4.60,2026-07-14,Aðrý
SO-100314,1,C1007,MAT-1004,1 500,1.85,2026-07-15,Gaziantep
SO-100315,1,C1012,MAT-1015,12,41.25,2026-07-12,Nevþehir
SO-100325,1,C 1005,MAT-1007,10,410.00,2026-07-06,Ýzmir
SO-100326,1,C1009,MAT-1014,3,67.80,,Kütahya
SO-100331,1,C1002,MAT1005,6,34.20,2026-07-08,Çorum
SO-100334,1,C1014,MAT-1014,3,67.80,2026-13-01,Kütahya
SO-100338,1,C1013,MAT-1010,#N/A,4.60,2026-07-14,Aðrý
SO-100341,1,C1011,MAT-1014,3,67.80,Aðustos 2026,Kütahya
SO-100343,1,C1005,MAT-1012	,9,58.30,2026-07-10,Muðla
SO-100345,1,C1021,MAT-1014,10,67.80,2026-07-06,Ýzmir
SO-100354,1,C9999,MAT-1015,10,41.25,2026-07-06,Ýzmir
SO-100362,1,C1016,MAT-1011,10,1100.00,2026-07-18,Mersin
SO-100366,1,C1003,MAT-1014,3,67.80,31.02.2026,Kütahya
SO-100369,1,C1014,RULMAN,6,34.20,2026-07-08,Çorum
SO-100370,1,C1009,MAT-1011,30,1250.00,2026-07-21,Isparta
SO-100371,1,C1005,MAT-1001,"1,5",145.50,2026-07-15,Ýzmir
SO-100372,1,C1007, mat-1016,9,185.00,2026-07-10,Muðla
SO-100375,1,C1013,MAT-1010,0,4.60,2026-07-14,Aðrý
SO-100378,1,C1002,MAT-1010,NULL,4.60,2026-07-14,Aðrý
SO-100381,1,1002,MAT-1004,10,1.85,2026-07-06,Ýzmir
SO-100382,1,C1016,Mat-1009 ,9,22.50,2026-07-10,Muðla
SO-100383,1,C1016,MAT-1001,10,160.00,2026-07-18,Mersin
SO-100387,1,C1018,MAT-1010,,4.60,2026-07-14,Aðrý
SO-100392,1,C1019,mat-1004,9,1.85,2026-07-10,Muðla
SO-100396,1,C1006,MAT-1007,4,410.00,2026-07-04,Bursa
SO-100396,2,C1006,MAT-1004,500,1.85,2026-07-04,Bursa
SO-100397,1,C1016,MAT-1017,10,999.00,2026-07-18,Mersin
SO-100406,1,C1004,MAT-1007,120,410.00,2026-07-22,Aðrý
SO-100407,1,C1016,MAT-1013,10,295.90,2026-07-18,Mersin
SO-100408,1,C1002,MAT-1010,abc,4.60,2026-07-14,Aðrý
SO-100409,1,C1004,  MAT-1003 ,9,62.00,2026-07-10,Muðla
SO-100411,1,C1001,MAT-1005-A,6,34.20,2026-07-08,Çorum
SO-100413,1,C1016,MAT-1005,10,34.60,2026-07-18,Mersin
SO-100414,1,C1002,MAT-1014,3,67.80,2027-01-15,Kütahya
SO-100417,1,C1001,MAT-2001,6,34.20,2026-07-08,Çorum
